                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8632,                 2.4155,                 1.7905,                0.58196,                0.55681,                0.57532,                0.25832,                 1.9852,                 1.5749,                 1.7069,              0.0033324,              0.0033324,              0.0033324
